Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
MMP,Magellan Midstream Partners L.P.,65.86,14978358487.4,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp,-10.38,44.09,34.41,59.66,59.66
MGA,"Magna International, Inc.",35.4,14296694445.0,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga,-22.67,33.06,60.03,65.72,65.72
MX,MagnaChip Semiconductor Corporation,4.05,140004215.1,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx,-59.28,-25.41,14.98,-68.44,-68.44
MHNA,"Maiden Holdings, Ltd.",25.46,0.0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhna,5.49,17.84,-0.41,22.87,22.87
MHNB,"Maiden Holdings, Ltd.",25.98,0.0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb,-1.13,17.83,-0.41,17.09,17.09
MHNC,"Maiden Holdings, Ltd.",27.06,0.0,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc,2.04,26.45,-9.08,19.83,19.83
MNK,Mallinckrodt plc,65.1,7548152564.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk,-27.94,70.88,19.01,71.56,71.56
MANU,Manchester United Ltd.,16.08,2635236871.2,n/a,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu,17.3,4.29,6.38,24.05,24.05
MTW,"Manitowoc Company, Inc. (The)",14.02,1914986346.22,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw,-21.89,-11.62,43.19,-5.49,-5.49
MN,"Manning & Napier, Inc.",8.35,123380685.5,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn,-30.96,-17.96,35.66,-27.42,-27.42
MAN,ManpowerGroup,75.73,5574926124.33,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man,26.87,-19.95,89.87,92.65,92.65
MFC,Manulife Financial Corp,13.43,26482728871.9,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc,-13.97,-4.2,40.53,13.53,13.53
MRO,Marathon Oil Corporation,10.35,7009642200.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro,-53.08,-15.52,9.6,-57.85,-57.85
MPC,Marathon Petroleum Corporation,46.19,24618072616.6,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc,19.72,2.84,45.28,78.02,78.02
MMI,"Marcus & Millichap, Inc.",26,965059524.0,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi,-16.02,131.79,4.96,109.49,109.49
MCS,Marcus Corporation (The),18.4,509014858.4,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs,9.55,43.55,2.24,52.12,52.12
MRIN,Marin Software Incorporated,3.1,114955622.9,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin,-53.26,-18.71,-36.35,-77.98,-77.98
MPX,Marine Products Corporation,5.7,217379349.6,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx,-23.66,-11.3,67.69,9.51,9.51
HZO,"MarineMax, Inc.",16.73,428577780.33,n/a,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo,-10.58,25.35,55.69,82.2,82.2
MKL,Markel Corporation,837.09,11677617283.8,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl,31.65,18.65,25.71,92.4,92.4
VAC,Marriot Vacations Worldwide Corporation,52.57,1633098930.82,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac,-23.53,42.63,20.5,32.74,32.74
MMC,"Marsh & McLennan Companies, Inc.",52.95,27621272031.2,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc,-0.13,20.79,39.11,68.23,68.23
MLM,"Martin Marietta Materials, Inc.",126.13,8342308832.8,n/a,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm,25.71,6.08,2.79,44.57,44.57
MAS,Masco Corporation,25.53,8590133095.95,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas,28.29,7.83,32.43,89.61,89.61
DOOR,Masonite International Corporation,57.48,1746420300.6,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door,-0.15,3.47,65.17,70.08,70.08
MTZ,"MasTec, Inc.",15.76,1259033335.52,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz,-15.84,-37.3,25.78,-32.92,-32.92
MA,Mastercard Incorporated,89.89,99677591749.0,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma,15.91,3.1,57.63,87.12,87.12
MTDR,Matador Resources Company,15.55,1330426231.35,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr,-0.8,2.13,130.37,141.1,141.1
MTRN,Materion Corporation,24.44,488850199.76,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn,-16.19,16.86,13.16,5.98,5.98
MATX,"Matson, Inc.",38.7,1685475828.9,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx,25.39,33.35,-1.18,69.12,69.12
MLP,"Maui Land & Pineapple Company, Inc.",5.15,97358180.15,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp,-27.1,-0.33,53.77,32.85,32.85
MMS,"Maximus, Inc.",53.58,3500631672.18,n/a,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms,4.22,21.5,28.47,71.02,71.02
MXL,"MaxLinear, Inc",14.96,921269816.72,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl,84.59,-29.69,97.52,180.57,180.57
MXPT,"MaxPoint Interactive, Inc.",1.43,37323431.86,n/a,2015,Consumer Services,Advertising,http://www.nasdaq.com/symbol/mxpt,-82.48,,,-82.48,-82.48
MBI,"MBIA, Inc.",6.29,962089560.35,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi,-29.49,-19.08,40.44,-21.55,-21.55
MNI,McClatchy Company (The),1.07,91869437.09,n/a,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni,-61.46,-26.11,21.76,-64.41,-64.41
MKC,"McCormick & Company, Incorporated",83.63,10708560992.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc,16.97,8.75,7.51,39.83,39.83
MDR,"McDermott International, Inc.",2.73,652395787.68,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr,17.54,-66.26,-24.43,-71.68,-71.68
MCD,McDonald&#39;s Corporation,115.48,1.0603717996e+11,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd,31.11,0.71,8.68,42.33,42.33
MUX,McEwen Mining Inc.,1.1,301861627.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux,-7.21,-48.6,-45.31,-72.21,-72.21
MHFI,"McGraw Hill Financial, Inc.",88.51,23924253000.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mhfi,14.8,15.28,46.82,91.9,91.9
MCK,McKesson Corporation,182.39,41969597472.3,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck,-8.52,18.7,60.13,98.49,98.49
MDU,"MDU Resources Group, Inc.",17.5,3417150520.0,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu,-17.51,-20.15,40.17,-8.86,-8.86
MJN,Mead Johnson Nutrition Company,73.09,14408451335.5,n/a,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn,-21.05,21.17,22.76,20.37,20.37
MTL,Mechel OAO,0.7804,324857689.398,n/a,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl,20.59,-69.47,-64.83,-88.13,-88.13
MEG,"Media General, Inc.",15.92,2036011426.8,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/meg,2.8,-30.27,404.52,265.38,265.38
MPW,"Medical Properties Trust, Inc.",11.11,2642370758.72,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw,-15.71,19.27,3.28,10.26,10.26
MED,MEDIFAST INC,27.94,328544336.56,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med,-1.92,31.06,-7.76,10.54,10.54
MDLY,Medley Management Inc.,5.07,148769785.71,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly,-56.4,-10.51,,-62.96,-62.96
MD,"Mednax, Inc",68.21,6414569691.85,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md,9.05,21.74,28.79,73.09,73.09
MDT,Medtronic plc,73.78,1.33258169169e+11,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt,4.89,22.13,35.2,84.21,84.21
MW,"Men&#39;s Wearhouse, Inc. (The)",12.09,584916642.18,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/mw,-66.04,-13.06,62.62,-51.17,-51.17
MRK,"Merck & Company, Inc.",51.08,1.42694183438e+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk,-12.75,18.16,19.34,34.98,34.98
MCY,Mercury General Corporation,43.06,2375381733.72,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy,-12.78,21.67,33.94,39.51,39.51
MDP,Meredith Corporation,39.33,1755350916.84,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp,-11.44,7.42,59.2,43.46,43.46
MTH,Meritage Corporation,28.57,1133251820.29,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth,-7.66,-22.52,12.02,-18.74,-18.74
MTOR,"Meritor, Inc.",7.17,654834773.55,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor,-44.99,43.71,96.86,63.73,63.73
PIY,"Merrill Lynch Depositor, Inc.",26.09,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy,7.12,10.93,8.24,29.4,29.4
MTR,Mesa Royalty Trust,7.73,14405550.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr,-66.5,36.2,9.73,-54.06,-54.06
MSB,Mesabi Trust,4.13,54185641.3,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb,-73.53,-12.71,-13.75,-79.65,-79.65
MPG,Metaldyne Performance Group Inc.,16.08,1087023324.24,n/a,2014,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg,9.63,27.2,,23.06,23.06
MEI,"Methode Electronics, Inc.",27.68,1054796860.64,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei,-13.03,5.1,249.66,229.26,229.26
MET,"MetLife, Inc.",42.03,46721660996.4,n/a,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met,-2.78,2.29,51.51,43.36,43.36
MTD,"Mettler-Toledo International, Inc.",313.93,8588132153.34,n/a,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd,13.32,20.78,20.22,67.99,67.99
MFA,"MFA Financial, Inc.",6.58,2437463951.58,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa,-7.8,24.46,-0.43,14.18,14.18
MFO,"MFA Financial, Inc.",25.72,0.0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo,-0.62,12.22,2.03,16.84,16.84
MIL,MFC Industrial Ltd.,1.81,114287512.32,n/a,n/a,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/mil,-70.5,-5.98,-18.85,-79.42,-79.42
MTG,MGIC Investment Corporation,7.89,2679890021.7,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg,1.49,6.12,188.66,203.44,203.44
MGM,MGM Resorts International,20.49,11545405759.1,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm,10.78,-17.11,83.2,77.5,77.5
KORS,Michael Kors Holdings Limited,37.79,6955267147.93,n/a,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors,-42.16,-6.29,55.86,-24.33,-24.33
MAA,"Mid-America Apartment Communities, Inc.",90.26,6803742929.06,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa,19.79,27.37,-2.22,56.27,56.27
MEP,"Midcoast Energy Partners, L.P.",8.59,388440762.08,n/a,2013,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep,-17.22,-22.87,11.27,-35.3,-35.3
MSL,MidSouth Bancorp,8.64,98168967.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl,-42.8,4.86,9.31,-41.29,-41.29
MPO,"Midstates Petroleum Company, Inc.",1.5,16333324.5,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo,-83.97,-75.55,-7.22,-97.19,-97.19
MCRN,Milacron Holdings Corp.,14.37,967161037.86,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn,-37.42,,,-37.42,-37.42
MLR,"Miller Industries, Inc.",20.98,237937327.0,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr,11.91,14.65,27.58,55.84,55.84
MR,Mindray Medical International Limited,26.85,3177134267.55,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mr,2.73,-27.24,7.65,-16.39,-16.39
MTX,Minerals Technologies Inc.,39.16,1360782353.04,n/a,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx,-28.02,15.65,45.72,13.12,13.12
MG,Mistras Group Inc,21.78,628599462.48,n/a,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg,-6.74,-26.37,-0.99,-9.78,-9.78
MTU,Mitsubishi UFJ Financial Group Inc,5.82,80958111183.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu,19.16,-15.88,21.03,14.76,14.76
MIXT,MiX Telematics Limited,3.99,126536944.8,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt,-30.66,-50.54,-25.5,-75.78,-75.78
MFG,"Mizuho Financial Group, Inc.",3.85,47852677634.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg,22.05,-25.11,12.79,5.48,5.48
MBT,Mobile TeleSystems OJSC,5.22,5191060659.3,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt,-16.02,-63.64,18.32,-61.02,-61.02
MBLY,Mobileye N.V.,38.74,8394778362.62,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly,9.11,14.68,,14.27,14.27
MODN,"Model N, Inc.",10.26,273601675.8,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn,4.59,-10.15,-37.13,-39.51,-39.51
MOD,Modine Manufacturing Company,6.9,332305959.6,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod,-27.95,3.19,44.92,4.5,4.5
MC,Moelis & Company,25.74,1327206085.92,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc,-9.82,40.99,,20.7,20.7
MHK,"Mohawk Industries, Inc.",176.82,13071730410.5,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk,19.6,4.28,58.6,100.99,100.99
MOH,Molina Healthcare Inc,56.21,3152369220.0,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh,18.23,40.83,34.84,121.47,121.47
TAP,Molson Coors Brewing  Company,89.22,14522689588.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap,23.67,34.65,32.23,135.8,135.8
MNR,Monmouth Real Estate Investment Corporation,10.43,657973963.36,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr,-5.15,31.5,-6.24,20.47,20.47
MON,Monsanto Company,92.79,40812490447.6,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon,-15.97,7.16,17.61,3.14,3.14
MWW,"Monster Worldwide, Inc.",5.04,460100697.84,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww,20.63,-35.09,17.98,-3.7,-3.7
MCO,Moody&#39;s Corporation,90.08,17808816000.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco,8.35,26.55,48.21,96.08,96.08
MS,Morgan Stanley,28.38,54950035956.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms,-12.41,25.03,57.49,63.23,63.23
MSK,Morgan Stanley,25.43,0.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/msk,3.45,10.23,2.27,18.28,18.28
MWG,Morgan Stanley,25.5052,0.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwg,5.98,12.42,1.81,22.21,22.21
MWO,Morgan Stanley,25.222,0.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwo,6.0,16.42,-3.97,19.88,19.88
MWR,Morgan Stanley,25.49,0.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwr,6.67,12.22,2.18,22.4,22.4
MOS,Mosaic Company (The),24.91,8781150343.88,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos,-38.37,0.41,-20.17,-50.7,-50.7
MSI,"Motorola Solutions, Inc.",64.25,11344087297.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi,7.46,2.6,17.34,26.55,26.55
MOV,Movado Group Inc.,23.07,531278037.99,n/a,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov,-6.99,-30.91,34.46,-19.81,-19.81
MPLX,MPLX LP,34.92,2862610161.12,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx,-44.19,89.9,29.26,31.81,31.81
MRC,MRC Global Inc.,11.38,1163065576.62,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc,-7.66,-51.59,8.99,-55.75,-55.75
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv,-8.26,8.87,-5.62,2.81,2.81
MSA,MSA Safety Incorporporated,40.65,1517981405.4,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa,-8.46,4.96,18.35,5.49,5.49
MSM,"MSC Industrial Direct Company, Inc.",59.19,3649777094.64,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm,-23.37,0.25,8.35,-18.84,-18.84
MSCI,MSCI Inc,68.5,7033289971.0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci,40.59,9.37,35.03,129.46,129.46
MSGN,MSG Networks Inc.,19.65,1468516084.95,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn,-6.79,32.31,22.69,46.02,46.02
MLI,"Mueller Industries, Inc.",25.01,1429526081.8,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli,-16.45,8.99,24.28,10.12,10.12
MWA,MUELLER WATER PRODUCTS,8,1284509072.0,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa,-14.79,12.69,62.39,51.22,51.22
MPSX,Multi Packaging Solutions International Limited,17.03,1318793526.96,n/a,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx,9.39,,,9.39,9.39
MUR,Murphy Oil Corporation,19.31,3321797594.23,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur,-51.97,-17.92,22.2,-53.97,-53.97
MUSA,Murphy USA Inc.,62.17,2591093843.03,n/a,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa,-14.39,56.86,12.67,63.06,63.06
MVO,MV Oil Trust,4.87,56005000.0,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo,-66.24,-31.55,-2.36,-74.22,-74.22
MYE,"Myers Industries, Inc.",12.35,372230963.65,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye,-15.8,-12.6,41.03,-2.38,-2.38
NBR,Nabors Industries Ltd.,7.19,2376796258.04,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr,-21.5,-26.06,15.9,-39.46,-39.46
NC,"NACCO Industries, Inc.",42.31,289106176.26,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc,-27.0,-6.72,-2.31,-31.14,-31.14
NTP,Nam Tai Property Inc.,5.51,234826954.22,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp,31.08,-33.35,-45.21,-57.26,-57.26
NBHC,National Bank Holdings Corporation,20.3,615650239.4,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc,13.97,-8.11,12.35,16.26,16.26
NFG,National Fuel Gas Company,42.21,3572400802.32,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg,-33.65,-0.85,46.55,-6.16,-6.16
NGG,"National Grid Transco, PLC",68.37,51511905246.0,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg,4.2,13.77,22.71,44.8,44.8
NHI,"National Health Investors, Inc.",60.24,2262989153.04,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi,-12.45,29.26,-1.88,17.43,17.43
NOV,"National Oilwell Varco, Inc.",29.94,11249883323.6,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov,-43.53,-4.9,12.45,-43.45,-43.45
NPK,"National Presto Industries, Inc.",76.01,526994128.21,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk,46.96,-21.73,14.12,34.44,34.44
NNN,National Retail Properties,39,5310304935.0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn,-0.65,31.33,0.25,42.6,42.6
SID,National Steel Company,0.7678,1065340963.29,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid,-50.18,-66.14,9.17,-80.42,-80.42
NSA,National Storage Affiliates Trust,16.86,388066620.0,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa,35.82,,,35.82,35.82
NSM,Nationstar Mortgage Holdings Inc.,11.89,1305833232.64,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm,-50.26,-11.37,-4.55,-64.61,-64.61
NGS,"Natural Gas Services Group, Inc.",20.05,255557279.95,n/a,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs,9.96,-13.8,60.14,31.1,31.1
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",20.42,459416021.12,n/a,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc,-21.29,-37.67,134.84,13.93,13.93
NRP,Natural Resource Partners LP,1.1,134529807.5,n/a,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp,-84.62,-35.77,4.02,-91.82,-91.82
NTZ,"Natuzzi, S.p.A.",1.6,87764872.0,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz,-6.4,-38.46,30.35,-19.9,-19.9
NLS,"Nautilus Group, Inc. (The)",19.36,599821258.08,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls,5.29,88.3,110.97,326.53,326.53
NCI,"Navigant Consulting, Inc.",15.56,740353171.28,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci,10.61,-19.31,60.94,37.85,37.85
NVGS,Navigator Holdings Ltd.,12.28,679863374.76,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs,-26.61,-20.98,-29.92,-62.29,-62.29
NNA,Navios Maritime Acquisition Corporation,2.48,373817968.96,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna,-16.46,-9.37,85.11,40.15,40.15
NM,Navios Maritime Holdings Inc.,0.9913,107187040.558,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm,-55.36,-52.99,192.16,-46.51,-46.51
NMM,Navios Maritime Partners LP,2.37,196898912.7,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm,-71.26,-34.11,48.57,-68.87,-68.87
